Latitudinal Weather Analysis
618 unique cities
Location: Grand Gaube, MU. City ID: 934479
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=bethel,us

Location: Bellavista, PE. City ID: 3699364
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=bellavista,pe

Location: Dunedin, NZ. City ID: 2191562
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=dunedin,nz

Location: Agadez, NE. City ID: 2448085
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=agadez,ne

Location: emba, kz has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=emba,kz

Location: altonia, br has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=altonia,br

Location: kadykchan, ru has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=kadykchan,ru

Location: Great Falls, US. City ID: 5655240
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=great+falls,us

Location: Miranda, BR. City ID: 3457113
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=miranda,br

Location: Ninghai, CN. City ID: 1799384
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=ninghai,cn

Location: Hofn, IS. City ID: 2630299
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=hofn,is

Location: Muroto, JP. City ID: 1856392
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=muroto,jp

Location: Turiacu, BR. City ID: 3665361
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=turiacu,br

Location: Edd, ER. City ID: 338345
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=edd,er

Location: Oconomowoc, US. City ID: 5265499
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=oconomowoc,us

Location: samana, do has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=samana,do

Location: Hua Hin, TH. City ID: 1153269
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=hua+hin,th

Location: Cascais, PT. City ID: 2269594
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=cascais,pt

Location: palabuhanratu, id has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=palabuhanratu,id

Location: Puerto Narino, CO. City ID: 3671387
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=puerto+narino,co

Location: Segezha, RU. City ID: 497927
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=segezha,ru

Location: saint anthony, ca has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=saint+anthony,ca

Location: Tongren, CN. City ID: 1792592
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=tongren,cn

Location: Norman Wells, CA. City ID: 6089245
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=norman+wells,ca

Location: Manta, EC. City ID: 3654410
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=manta,ec

Location: Lorengau, PG. City ID: 2092164
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=lorengau,pg

Location: Kloulklubed, PW. City ID: 7671223
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=kloulklubed,pw

Location: lata, sb has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=lata,sb

Location: Soyo, AO. City ID: 2236967
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=soyo,ao

Location: Maceio, BR. City ID: 3395981
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=maceio,br

Location: Najran, SA. City ID: 103630
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=najran,sa

Location: Jalu, LY. City ID: 86049
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=jalu,ly

Location: Sola, VU. City ID: 2134814
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=sola,vu

Location: sayalgudi, in has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=sayalgudi,in

Location: Shizuishan, CN. City ID: 1813344
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=shizuishan,cn

Location: Morgan City, US. City ID: 4333811
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=morgan+city,us

Location: Cap Malheureux, MU. City ID: 934649
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=cap+malheureux,mu

Location: Champasak, LA. City ID: 1657819
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=champasak,la

Location: Samboan, PH. City ID: 1690623
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=samboan,ph

Location: vila, vu has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=vila,vu

Location: Barcelos, BR. City ID: 3665098
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=barcelos,br

Location: Kedrovyy, RU. City ID: 1538641
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=kedrovyy,ru

Location: Kununurra, AU. City ID: 2068110
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=kununurra,au

Location: Sur, OM. City ID: 286245
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=sur,om

Location: lolua, tv has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=lolua,tv

Location: Inuvik, CA. City ID: 5983607
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=inuvik,ca

Location: Champerico, GT. City ID: 3598787
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=champerico,gt

Location: sidi qasim, ma has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=sidi+qasim,ma

Location: kismayo, so has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=kismayo,so

Location: Ola, RU. City ID: 2122574
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=ola,ru

Location: Isangel, VU. City ID: 2136825
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=isangel,vu

Location: Rawson, AR. City ID: 3839307
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=rawson,ar

Location: Tapes, BR. City ID: 3446880
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=tapes,br

Location: el alto, pe has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=el+alto,pe

Location: Ewa Beach, US. City ID: 5855051
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=ewa+beach,us

Location: Vanimo, PG. City ID: 2084442
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=vanimo,pg

Location: Develi, TR. City ID: 316795
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=develi,tr

Location: Gberia Fotombu, SL. City ID: 2409019
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=gberia+fotombu,sl

Location: Iqaluit, CA. City ID: 5983720
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=iqaluit,ca

Location: rungata, ki has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=rungata,ki

Location: Kawalu, ID. City ID: 1640902
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=kawalu,id

Location: Nepomuceno, BR. City ID: 3456324
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=nepomuceno,br

Location: San Ignacio, CR. City ID: 3621890
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=san+ignacio,cr

Location: Oranjemund, NA. City ID: 3354071
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=oranjemund,na

Location: Allapalli, IN. City ID: 1278987
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=allapalli,in

Location: Wanaka, NZ. City ID: 2184707
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=wanaka,nz

Location: Schio, IT. City ID: 3166917
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=schio,it

Location: Privolzhye, RU. City ID: 505043
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=privolzhye,ru

Location: Roald, NO. City ID: 3141667
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=roald,no

Location: saint stephen, ca has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=saint+stephen,ca

Location: Belen, TR. City ID: 321572
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=belen,tr

Location: Sagaing, MM. City ID: 1298482
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=sagaing,mm

Location: Bandarbeyla, SO. City ID: 64814
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=bandarbeyla,so

Location: Havre-Saint-Pierre, CA. City ID: 5972291
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=havre-saint-pierre,ca

Location: Ankang, CN. City ID: 1789065
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=ankang,cn

Location: Kahului, US. City ID: 5847411
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=kahului,us

Location: Brownsville, US. City ID: 4676740
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=brownsville,us

Location: Abu Dhabi, AE. City ID: 292968
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=abu+dhabi,ae

Location: Presidencia Roque Saenz Pena, AR. City ID: 3840300
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=presidencia+roque+saenz+pena,ar

Location: Mahanoro, MG. City ID: 1062553
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=mahanoro,mg

Location: Saldanha, ZA. City ID: 3361934
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=saldanha,za

Location: Tyrma, RU. City ID: 2014694
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=tyrma,ru

Location: Cacoal, BR. City ID: 3925212
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=cacoal,br

Location: Padang, ID. City ID: 1633419
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=padang,id

Location: Bira, RU. City ID: 2026659
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=bira,ru

Location: Riviere-au-Renard, CA. City ID: 6943832
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=riviere-au-renard,ca

Location: Tuatapere, NZ. City ID: 2180815
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=tuatapere,nz

Location: Nuuk, GL. City ID: 3421319
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=nuuk,gl

Location: Lewistown, US. City ID: 4899665
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=lewistown,us

Location: Luangwa, ZM. City ID: 911148
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=luangwa,zm

Location: Salinopolis, BR. City ID: 3389822
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=salinopolis,br

Location: Havoysund, NO. City ID: 779622
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=havoysund,no

Location: kosya, ru has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=kosya,ru

Location: San Ramon de la Nueva Oran, AR. City ID: 3836620
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=san+ramon+de+la+nueva+oran,ar

Location: Yeppoon, AU. City ID: 2142316
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=yeppoon,au

Location: Angoche, MZ. City ID: 1052944
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=angoche,mz

Location: Kaseda, JP. City ID: 1859964
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=kaseda,jp

Location: Flinders, AU. City ID: 6255012
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=flinders,au

Location: barentsburg, sj has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=barentsburg,sj

Location: nam tha, la has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=nam+tha,la

Location: Byron Bay, AU. City ID: 2172880
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=byron+bay,au

Location: Ureki, GE. City ID: 611274
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=ureki,ge

Location: Sarakhs, IR. City ID: 1159716
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=sarakhs,ir

Location: Nanortalik, GL. City ID: 3421765
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=nanortalik,gl

Location: Camacha, PT. City ID: 2270385
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=camacha,pt

Location: Constitucion, MX. City ID: 4011743
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=constitucion,mx

Location: Ongandjera, NA. City ID: 3354178
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=ongandjera,na

Location: Weligama, LK. City ID: 1223738
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=weligama,lk

Location: Morondava, MG. City ID: 1058381
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=morondava,mg

Location: Bloomington, US. City ID: 4885164
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=bloomington,us

Location: Nizhnyaya Poyma, RU. City ID: 1497397
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=nizhnyaya+poyma,ru

Location: Sertanopolis, BR. City ID: 3447658
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=sertanopolis,br

Location: Maraba, BR. City ID: 3395503
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=maraba,br

Location: Batagay-Alyta, RU. City ID: 2027042
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=batagay-alyta,ru

Location: Tilichiki, RU. City ID: 2120591
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=tilichiki,ru

Location: Hangu, CN. City ID: 1808931
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=hangu,cn

Location: Tobol, KZ. City ID: 1518139
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=tobol,kz

Location: Merauke, ID. City ID: 2082539
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=merauke,id

Location: Den Helder, NL. City ID: 2757220
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=den+helder,nl

Location: Muros, ES. City ID: 3115824
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=muros,es

Location: Kargasok, RU. City ID: 1504382
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=kargasok,ru

Location: marcona, pe has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=marcona,pe

Location: Namikupa, TZ. City ID: 877631
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=namikupa,tz

Location: Otjimbingwe, NA. City ID: 3353871
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=otjimbingwe,na

Location: Hamilton, BM. City ID: 3573197
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=hamilton,bm

Location: Chanika, TZ. City ID: 160592
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=chanika,tz

Location: Half Moon Bay, US. City ID: 5354943
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=half+moon+bay,us

Location: Bonfim, BR. City ID: 3451126
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=bonfim,br

Location: Kruisfontein, ZA. City ID: 986717
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=kruisfontein,za

Location: Rocha, UY. City ID: 3440777
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=rocha,uy

Location: Qena, EG. City ID: 350550
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=qena,eg

Location: Andenes, NO. City ID: 3163146
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=andenes,no

Location: Shache, CN. City ID: 1280037
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=shache,cn

Location: Sebeta, ET. City ID: 329114
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=sebeta,et

Location: Venezuela, CU. City ID: 3534432
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=venezuela,cu

Location: Labuhan, ID. City ID: 1641899
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=labuhan,id

Location: Polunochnoye, RU. City ID: 1494482
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=polunochnoye,ru

Location: Turkmenabat, TM. City ID: 1219649
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=turkmenabat,tm

Location: Morros, BR. City ID: 3398381
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=morros,br

Location: Kotdwara, IN. City ID: 1266014
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=kotdwara,in

Location: Greenville, US. City ID: 4580543
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=greenville,us

Location: Huarmey, PE. City ID: 3939168
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=huarmey,pe

Location: warqla, dz has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=warqla,dz

Location: Pilar, PH. City ID: 1693839
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=pilar,ph

Location: Gizo, SB. City ID: 2108857
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=gizo,sb

Location: toliary, mg has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=toliary,mg

Location: Leningradskiy, RU. City ID: 2123814
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=leningradskiy,ru

Location: Nevelsk, RU. City ID: 2122894
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=nevelsk,ru

Location: Wajima, JP. City ID: 1848976
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=wajima,jp

Location: Krasyliv, UA. City ID: 704492
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=krasyliv,ua

Location: Athens, US. City ID: 4180386
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=athens,us

Location: Saint George, BM. City ID: 3573061
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=saint+george,bm

Location: Luang Prabang, LA. City ID: 1655559
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=luang+prabang,la

Location: Petrovsk-Zabaykalskiy, RU. City ID: 2017945
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=petrovsk-zabaykalskiy,ru

Location: Malur, IN. City ID: 1264010
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=malur,in

Location: Kyra, RU. City ID: 2021041
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=kyra,ru

Location: wolmaranstad, za has no weather data
